ID,Beacon_Score,Mortgage_Balance,Services,Avg_Monthly_Transactions,Has_Payroll,Has_Investment,Has_Visa,VISA_balance,Has_Deposit,Not_Mortgage_Balance,Income,Age,Gender,Sector,Tenure_In_Months,City,TermInMonths,TermToMaturity,NumberOfParties,InterestRate,Type,not mortgage lending,deposit 
6406,841,45186.63,6,48,1,0,1,0,1,100166.46,NA,58,F,Regular,304,BRACKENDALE                                                                                         ,60,16,1,0.0279,FixedTFixedR,20592.94874,79573.51126
9395,816,609169.1,6,48,1,0,1,0,1,27205.44,NA,57,F,Regular,137,VICTORIA                                                                                            ,60,3,2,0.0289,FixedTFixedR,14102.99676,13102.44324
3069,791,140037.06,9,48,1,1,1,0,1,240430.44,NA,56,M,Staff,231,PORT COQUITLAM                                                                                      ,60,3.5,1,0.03,FixedTVariableR,21026.02821,219404.4118
3182,744,524346.59,6,48,1,0,1,0,1,509195.48,NA,56,F,Regular,393,BURNABY                                                                                             ,60,13,2,0.0289,FixedTFixedR,35307.92249,473887.5575
9659,760,244454.75,5,48,1,0,1,0,1,98837.52,NA,56,M,Regular,119,SURREY                                                                                              ,60,5,1,0.0335,FixedTVariableR,36480.5795,62356.9405
9390,728,659747.83,4,48,1,0,1,1112.092515,1,46439.7,NA,54,M,Regular,307,VANCOUVER                                                                                           ,24,10,2,0.0329,FixedTFixedR,37517.80283,8921.897169
6003,726,398853.37,5,48,1,0,0,0,1,60942.87,NA,53,F,Regular,183,PITT MEADOWS                                                                                        ,60,24,3,0.0259,FixedTFixedR,60260.85368,682.0163213
7786,654,313114.91,7,48,1,1,1,0,1,59046.29,NA,53,M,Regular,273,VANCOUVER                                                                                           ,48,22,1,0.0289,FixedTFixedR,50207.65677,8838.633226
7904,827,203352.22,8,48,1,1,1,0,1,98600.48,20114.10936,53,M,Regular,379,SURREY                                                                                              ,60,18,2,0.0375,FixedTVariableR,32724.49235,65875.98765
7379,720,1312884.48,4,48,0,0,1,0,1,758854.14,216247.5718,52,F,Regular,238,VANCOUVER                                                                                           ,60,24,2,0.0365,FixedTVariableR,136139.8122,622714.3278
1799,792,927637.28,6,48,1,1,0,0,1,764217.41,NA,51,F,Regular,275,LANGLEY                                                                                             ,36,12,2,0.0304,FixedTFixedR,437157.6991,327059.7109
9233,708,160861.44,7,48,1,0,1,1197.13548,1,31989.99,NA,51,M,Regular,170,AGASSIZ                                                                                             ,60,11,1,0.0259,FixedTFixedR,28444.95529,3545.034715
7211,692,361695.59,5,48,1,0,1,2173.259909,1,2096.29,NA,50,F,Regular,48,MISSION                                                                                             ,60,12,2,0.0279,FixedTFixedR,1828.881806,267.4081945
13746,764,847328.43,4,48,1,0,0,0,1,881669.03,NA,49,F,Regular,11,BURNABY                                                                                             ,12,6,4,0.0334,FixedTFixedR,119042.3484,762626.6816
4562,739,45336.56,8,48,1,1,0,0,1,254071.84,NA,48,M,Regular,430,VANCOUVER                                                                                           ,60,13,2,0.0385,FixedTVariableR,209195.8885,44875.95146
5795,803,257972.1,9,48,1,1,1,562.939212,1,356166.48,NA,46,F,Staff,251,VANCOUVER                                                                                           ,60,3.5,2,0.0299,FixedTFixedR,156313.0443,199853.4357
1473,793,168592.08,7,48,1,1,1,0,1,506562.32,NA,45,M,Regular,447,VANCOUVER                                                                                           ,60,13,2,0.0269,FixedTFixedR,427024.3014,79538.01862
10265,788,180596.98,4,48,1,0,0,0,1,15628.91,NA,45,F,Regular,291,SURREY                                                                                              ,60,21,1,0.0279,FixedTFixedR,11287.88449,4341.025506
9860,731,369019.84,4,48,1,0,0,0,1,25560.03,NA,44,M,Staff,66,MISSION                                                                                             ,30,5.5,1,0.0299,FixedTFixedR,487.5578234,25072.47218
13424,716,734928.31,5,48,1,0,0,0,1,44155.99,NA,44,F,Regular,88,VANCOUVER                                                                                           ,12,9,4,0.0344,FixedTFixedR,5092.854317,39063.13568
1244,754,449685.01,7,48,1,0,1,0,1,28346.99,NA,42,F,Regular,402,CRESTON                                                                                             ,60,17,1,0.0284,FixedTFixedR,442.3816727,27904.60833
6821,772,48543.36,6,48,1,0,1,0,1,56101.65,NA,42,F,Regular,246,MAPLE RIDGE                                                                                         ,60,10,2,0.0269,FixedTFixedR,52189.75196,3911.898036
8563,641,804652.11,4,48,0,0,1,1199.011388,1,18424.98,NA,41,F,Regular,140,NORTH VANCOUVER                                                                                     ,36,6.5,1,0.0335,FixedTVariableR,8538.162175,9886.817825
2159,714,354844.25,6,48,1,0,1,0,1,66906.51,NA,40,M,Regular,281,LANGLEY                                                                                             ,60,23,2,0.0279,FixedTFixedR,42574.71472,24331.79528
8629,832,171715.32,3,48,0,0,0,0,1,2545.47,196619.7842,40,F,Regular,302,GABRIOLA                                                                                            ,60,9,2,0.0269,FixedTFixedR,164.7519915,2380.718009
390,616,305407.93,5,48,1,0,1,0,1,4046.94,NA,39,M,Regular,125,SURREY                                                                                              ,60,21,2,0.0329,FixedTFixedR,3176.034405,870.9055949
8545,746,593863.29,4,48,1,0,0,0,1,28442.18,NA,36,M,Regular,53,NORTH VANCOUVER                                                                                     ,60,7,2,0.0269,FixedTFixedR,4769.85246,23672.32754
12567,789,460059.28,5,48,1,0,1,0,1,22348.86,39490.14924,36,F,Regular,104,VANCOUVER                                                                                           ,60,15,2,0.0375,FixedTVariableR,16548.88226,5799.97774
8021,770,124599.48,4,48,0,0,1,1912.780384,1,10807.73,NA,34,M,Regular,136,WHISTLER                                                                                            ,60,24,1,0.0254,FixedTFixedR,1874.803607,8932.926393
5773,808,604400.48,5,48,1,0,1,2170.36379,1,49348.42,NA,33,M,Regular,219,SURREY                                                                                              ,60,13,2,0.0269,FixedTFixedR,41440.33745,7908.082551
8240,712,191622.07,7,48,1,0,1,2232.873224,1,37464.67,NA,33,F,Regular,140,COQUITLAM                                                                                           ,60,10,2,0.0269,FixedTFixedR,1379.878242,36084.79176
1157,792,318727.79,6,48,1,0,1,0,1,35417,NA,31,M,Regular,133,BURNABY                                                                                             ,52,18.33333333,1,0.0309,FixedTFixedR,30961.6016,4455.398395
8173,703,281344.94,4,48,1,0,1,0,1,12677.46,NA,28,F,Regular,161,VANCOUVER                                                                                           ,60,4,2,0.0279,FixedTFixedR,6379.824763,6297.635237
13173,659,187769.7,3,48,0,0,0,0,1,15936.07,NA,24,M,Regular,42,SURREY                                                                                              ,60,19,1,0.0274,FixedTFixedR,10682.44108,5253.628919
1977,798,95567.11,5,47,1,0,1,1317.657374,1,13738.65,NA,77,M,Regular,281,DELTA                                                                                               ,60,4,1,0.0355,FixedTVariableR,1436.291035,12302.35896
6493,792,479210.02,8,47,1,1,1,0,1,228481.4,NA,74,M,Regular,471,BURNABY                                                                                             ,60,16,2,0.0325,FixedTVariableR,224518.0718,3963.328215
7664,825,88692.04,6,47,1,1,0,0,1,101852.55,NA,73,F,Regular,214,MISSION                                                                                             ,60,3,2,0.0375,FixedTVariableR,23159.58511,78692.96489
8446,786,106873.59,5,47,1,0,1,0,1,49822.58,NA,73,F,Regular,182,ABBOTSFORD                                                                                          ,60,14,1,0.0365,FixedTVariableR,13536.37201,36286.20799
6954,701,188262.81,5,47,1,1,1,716.4111252,1,100725.9,290763.9196,72,M,Regular,357,VANCOUVER                                                                                           ,60,12,1,0.0269,FixedTFixedR,35740.01847,64985.88153
3431,827,136714.03,4,47,1,0,0,0,1,67802.69,NA,71,M,Regular,391,NEW WESTMINSTER                                                                                     ,60,7,2,0.0279,FixedTFixedR,43378.6415,24424.0485
8986,804,230091.55,4,47,1,0,0,0,1,63958.57,NA,71,M,Regular,377,VANCOUVER                                                                                           ,12,5,2,0.0334,FixedTFixedR,30691.48532,33267.08468
9276,742,349349.76,4,47,1,0,1,2408.670406,1,5254.65,205083.6635,69,F,Regular,191,SURREY                                                                                              ,60,13,2,0.0299,FixedTFixedR,1746.528792,3508.121208
5074,821,197440.47,4,47,1,0,0,0,1,5994.96,NA,68,M,Regular,101,RICHMOND                                                                                            ,60,18,1,0.0284,FixedTFixedR,958.0044388,5036.955561
2812,841,146177.2,4,47,1,0,1,0,1,112999.29,NA,66,M,Regular,294,COQUITLAM                                                                                           ,60,15,2,0.0294,FixedTFixedR,60339.08924,52660.20076
4229,770,247939.36,7,47,1,0,1,2530.148986,1,59602.01,NA,66,M,Regular,373,VANCOUVER                                                                                           ,60,16,2,0.0284,FixedTFixedR,37769.23742,21832.77258
6061,817,128469.12,5,47,1,0,0,0,1,30900.51,NA,65,M,Regular,389,COQUITLAM                                                                                           ,60,14,2,0.0375,FixedTVariableR,16318.98789,14581.52211
6712,811,863227.43,5,47,1,0,0,0,1,70804.79,NA,65,M,Regular,43,BURNABY                                                                                             ,60,21.66666667,3,0.0254,FixedTFixedR,67538.64251,3266.14749
8958,741,232122.17,6,47,1,0,1,0,1,33630.47,112726.7037,65,M,Regular,194,BURNABY                                                                                             ,60,7,2,0.0279,FixedTFixedR,25665.07891,7965.391092
5545,763,353633.37,5,47,1,0,0,0,1,139432.08,NA,64,F,Regular,88,NEW WESTMINSTER                                                                                     ,60,15,2,0.037,FixedTVariableR,98114.22149,41317.85851
8595,715,384350.37,3,47,0,0,1,0,1,752.07,NA,64,M,Regular,98,COQUITLAM                                                                                           ,60,21,2,0.038,FixedTVariableR,380.1845213,371.8854787
12115,811,44915.44,5,47,1,0,0,0,1,32125.9,NA,64,M,Regular,541,HARRISON HOT SPRINGS                                                                                ,12,3,2,0.0294,FixedTFixedR,15708.74546,16417.15454
